474.0376171 7.362604574e-05 2.708e-06
474.0376197 7.677831183e-05 3.664e-06
474.0376195 7.701886448e-05 3.672e-06
474.0376181 7.567401967e-05 3.224e-06
474.0376202 8.856150243e-05 6.861e-06
474.0376173 7.555573335e-05 2.534e-06
474.03762 7.946887021e-05 3.474e-06
474.0376189 7.626600936e-05 3.074e-06
474.0376187 7.394740876e-05 2.968e-06
474.0376176 7.841647213e-05 2.874e-06
474.0376192 7.991597993e-05 3.063e-06
474.0376202 7.661206537e-05 3.846e-06
474.0376197 7.974557837e-05 2.983e-06
474.03762 8.182660938e-05 3.471e-06
474.0376184 8.051070976e-05 3.104e-06
474.0376195 7.280800256e-05 3.889e-06
474.0376179 7.879282303e-05 2.787e-06
474.0376202 8.532612962e-05 3.962e-06
474.03762 7.545924118e-05 3.244e-06
474.0376197 7.630590507e-05 3.929e-06
474.0376189 8.453067302e-05 2.97e-06
474.0376192 8.127307564e-05 2.954e-06
474.0376181 7.917105631e-05 3.153e-06
474.0376202 7.571418577e-05 3.465e-06
474.0376187 7.722450031e-05 3.306e-06
474.0376195 7.311138585e-05 3.51e-06
474.0376171 7.678626235e-05 3.088e-06
474.0376168 8.139822189e-05 2.992e-06
474.0403509 5.321397114e-05 3.118e-06
474.0403536 6.767430367e-05 3.695e-06
474.0403502 5.442905681e-05 2.935e-06
474.0403533 4.957914448e-05 3.216e-06
474.040352 5.839747457e-05 2.869e-06
474.0403541 7.460509799e-05 5.726e-06
474.0403512 5.131226187e-05 2.607e-06
474.0403538 5.586212859e-05 4.538e-06
474.0403528 6.551214156e-05 3.03e-06
474.0403499 5.416435622e-05 2.81e-06
474.0403525 5.766797171e-05 3.94e-06
474.0403515 5.801783007e-05 2.674e-06
474.0403531 5.650706174e-05 3.076e-06
474.0403541 5.657088364e-05 3.793e-06
474.0403536 6.358515769e-05 4.124e-06
474.0403538 5.461311047e-05 3.303e-06
474.0403523 5.044423739e-05 3.657e-06
474.0403533 5.636115007e-05 3.661e-06
474.0403517 5.438002708e-05 3.104e-06
474.0403496 5.515702543e-05 3e-06
474.0403541 5.782266306e-05 4.196e-06
474.0403538 5.925850065e-05 3.727e-06
474.0403536 5.483589478e-05 3.743e-06
474.0403528 5.963031279e-05 3.37e-06
474.0403531 5.760973207e-05 3.13e-06
474.040352 5.482407432e-05 2.685e-06
474.0403541 5.451434504e-05 3.458e-06
474.0403525 6.448802123e-05 3.425e-06
474.0403533 5.962221939e-05 3.372e-06
474.0403494 5.577024053e-05 2.975e-06
474.0403509 5.276971225e-05 2.839e-06
474.0403507 5.53323554e-05 2.624e-06
474.0431267 3.850813967e-05 2.643e-06
474.0431293 3.655745952e-05 3.723e-06
474.0431259 3.658802586e-05 2.584e-06
474.043129 3.66208043e-05 3.025e-06
474.0431277 3.747050581e-05 3.126e-06
474.0431298 3.739701198e-05 5.3e-06
474.0431269 3.462486635e-05 2.964e-06
474.0431295 3.648130541e-05 4.072e-06
474.0431285 3.808780198e-05 3.299e-06
474.0431256 3.233483297e-05 2.801e-06
474.0431282 4.110217944e-05 2.797e-06
474.0431272 3.162881309e-05 2.791e-06
474.0431288 3.722676206e-05 3.766e-06
474.0431298 4.143318324e-05 5.171e-06
474.0431293 3.63586122e-05 4.501e-06
474.0431295 3.79008544e-05 3.929e-06
474.043128 3.677155977e-05 2.824e-06
474.043129 3.791699427e-05 4.073e-06
474.0431274 3.202705164e-05 2.793e-06
474.0431253 3.793785444e-05 2.716e-06
474.0431298 4.210214495e-05 3.99e-06
474.0431295 3.453517922e-05 4.444e-06
474.0431293 4.088545752e-05 4.025e-06
474.0431285 3.378251208e-05 3.305e-06
474.0431288 3.839376261e-05 3.616e-06
474.0431277 3.363042064e-05 3.031e-06
474.0431298 3.604834834e-05 3.699e-06
474.0431282 3.782365367e-05 2.956e-06
474.043129 3.742171714e-05 3.484e-06
474.0431251 2.966061712e-05 3.186e-06
474.0431267 3.709534193e-05 3.034e-06
474.0431264 3.790085715e-05 2.87e-06
474.0459066 1.912622108e-05 2.896e-06
474.0459092 2.073399107e-05 5.304e-06
474.0459058 1.145818493e-05 3.286e-06
474.045909 2.292848881e-05 3.989e-06
474.0459076 1.730698702e-05 3.285e-06
474.0459097 2.438278277e-05 5.294e-06
474.0459069 1.643878297e-05 2.891e-06
474.0459095 1.414572453e-05 4.634e-06
474.0459084 1.368255373e-05 4.078e-06
474.0459055 1.220311781e-05 3.218e-06
474.0459082 2.108904285e-05 3.629e-06
474.0459071 1.530841188e-05 3.369e-06
474.0459087 1.826220996e-05 3.761e-06
474.0459097 1.915105584e-05 5.198e-06
474.0459092 2.142731918e-05 4.175e-06
474.0459095 2.903647259e-05 4.916e-06
474.0459079 2.087574704e-05 2.933e-06
474.045909 2.453612605e-05 3.382e-06
474.0459074 2.274358301e-05 3.148e-06
474.0459053 1.98187902e-05 3.469e-06
474.0459097 1.867011508e-05 5.274e-06
474.0459095 1.481081617e-05 4.008e-06
474.0459092 1.807976293e-05 4.385e-06
474.0459084 2.003238298e-05 3.904e-06
474.0459087 2.161590445e-05 3.782e-06
474.0459076 1.714554809e-05 3.436e-06
