436.105806 5.898417308e-05 7.176e-06
436.1058057 5.006130567e-05 5.31e-06
436.1058044 5.216791875e-05 4.991e-06
436.1058065 5.147217358e-05 8.163e-06
436.1058036 4.654459324e-05 4.682e-06
436.1058062 4.326834303e-05 5.325e-06
436.1058052 3.838152792e-05 4.919e-06
436.1058049 4.95923621e-05 4.834e-06
436.1058039 4.654627128e-05 5.281e-06
436.1058054 5.467180242e-05 5.816e-06
436.1058065 5.179862458e-05 7.605e-06
436.105806 4.813090488e-05 6.984e-06
436.1058062 5.449991411e-05 6.472e-06
436.1058046 4.998221265e-05 4.824e-06
436.1058057 5.402596698e-05 5.659e-06
436.1058041 4.961279087e-05 5.079e-06
436.1058065 4.691382533e-05 4.204e-06
436.1058062 5.371692262e-05 5.472e-06
436.105806 5.224498509e-05 5.158e-06
436.1058052 5.120976262e-05 4.647e-06
436.1058054 5.032454308e-05 5.756e-06
436.1058044 5.473197013e-05 5.453e-06
436.1058065 4.384383593e-05 5.843e-06
436.1058049 5.05775445e-05 4.033e-06
436.1058057 5.584445852e-05 5.552e-06
436.1085829 2.53510148e-05 6.251e-06
436.1085803 2.303931519e-05 4.726e-06
436.1085795 2.790590911e-05 5.229e-06
436.1085827 3.723754901e-05 5.785e-06
436.1085813 3.160312982e-05 4.739e-06
436.1085834 3.189962177e-05 8.578e-06
436.1085806 3.21720143e-05 4.901e-06
436.1085832 3.515254214e-05 5.139e-06
436.1085821 4.299793062e-05 5.28e-06
436.1085792 3.296008174e-05 4.99e-06
436.1085819 2.750060606e-05 4.455e-06
436.1085808 3.138002695e-05 4.797e-06
436.1085824 3.598708783e-05 5.142e-06
436.1085834 3.943234154e-05 5.634e-06
436.1085829 2.701209806e-05 5.928e-06
436.1085832 3.406377002e-05 5.565e-06
436.1085816 2.594381444e-05 4.701e-06
436.1085827 2.767274147e-05 4.809e-06
436.1085811 4.155194012e-05 4.645e-06
436.108579 3.110241016e-05 4.617e-06
436.1085834 3.63458505e-05 5.597e-06
436.1085832 2.915416878e-05 6.349e-06
436.1085829 2.688965723e-05 5.499e-06
436.1085821 3.532313103e-05 4.671e-06
436.1085824 3.489985011e-05 4.984e-06
436.1085813 2.462062758e-05 4.961e-06
436.1085834 4.184218585e-05 6.329e-06
436.1085819 3.682666886e-05 5.043e-06
436.1085827 3.562126869e-05 4.74e-06
436.1085787 3.396599803e-05 5.224e-06
436.1085803 2.682055747e-05 4.397e-06
436.10858 3.477011642e-05 4.924e-06
436.1113583 1.131383155e-05 4.775e-06
436.111361 2.087267783e-05 7.293e-06
436.1113575 2.159834209e-05 5.688e-06
436.1113607 1.740112426e-05 5.89e-06
436.1113594 2.306662887e-05 5.932e-06
436.1113615 -1.089136999e-06 9.629e-06
436.1113586 8.497624885e-06 4.862e-06
436.1113612 1.26127631e-05 5.707e-06
436.1113602 2.654997125e-05 5.854e-06
436.1113573 5.568526039e-06 5.042e-06
436.1113599 1.672104244e-05 6.436e-06
436.1113589 1.468418813e-05 5.718e-06
436.1113604 8.38998424e-06 6.045e-06
436.1113615 1.192197877e-05 6.457e-06
436.111361 1.363326526e-05 6.099e-06
